,GD
2018-10-02,204.97999572753903
2018-10-03,205.72000122070312
2018-10-04,205.91000366210932
2018-10-05,206.32000732421875
2018-10-08,207.16000366210932
2018-10-09,204.16000366210932
2018-10-10,197.82000732421875
2018-10-11,192.94000244140625
2018-10-12,191.8500061035156
2018-10-15,192.6300048828125
2018-10-16,194.7100067138672
2018-10-17,193.83999633789065
2018-10-18,191.22000122070312
2018-10-19,190.259994506836
2018-10-22,190.13999938964844
2018-10-23,187.75
2018-10-24,173.24000549316406
2018-10-25,170.60000610351562
2018-10-26,169.86000061035156
2018-10-29,167.0399932861328
2018-10-30,171.88999938964844
2018-10-31,172.5800018310547
2018-11-01,178.39999389648438
2018-11-02,176.97999572753906
2018-11-05,177.97000122070312
2018-11-06,182.1999969482422
2018-11-07,185.02999877929688
2018-11-08,184.5599975585937
2018-11-09,184.5
2018-11-12,181.009994506836
2018-11-13,180.0800018310547
2018-11-14,179.83999633789062
2018-11-15,182.33999633789065
2018-11-16,183.0599975585937
2018-11-19,179.3800048828125
2018-11-20,175.9199981689453
2018-11-21,176.75
2018-11-23,178.25999450683594
2018-11-26,179.69000244140625
2018-11-27,178.63999938964844
2018-11-28,182.02999877929688
2018-11-29,182.1699981689453
2018-11-30,184.88999938964844
2018-12-03,181.57000732421875
2018-12-04,173.17999267578125
2018-12-06,171.02000427246094
2018-12-07,167.3800048828125
2018-12-10,172.1999969482422
2018-12-11,172.27000427246094
2018-12-12,171.22000122070312
2018-12-13,171.00999450683594
2018-12-14,168.97000122070312
2018-12-17,163.4499969482422
2018-12-18,162.80999755859375
2018-12-19,158.99000549316406
2018-12-20,154.61000061035156
2018-12-21,150.49000549316406
2018-12-24,148.2100067138672
2018-12-26,152.1699981689453
2018-12-27,155.1199951171875
2018-12-28,155.32000732421875
2018-12-31,157.2100067138672
2019-01-02,157.25999450683594
2019-01-03,153.3699951171875
2019-01-04,157.77000427246094
2019-01-07,158.64999389648438
2019-01-08,158.66000366210938
2019-01-09,160.89999389648438
2019-01-10,162.42999267578125
2019-01-11,163.80999755859375
2019-01-14,164.52999877929688
2019-01-15,163.13999938964844
2019-01-16,163.60000610351562
2019-01-17,165.72000122070312
2019-01-18,168.5800018310547
2019-01-22,167.22000122070312
2019-01-23,168.80999755859375
2019-01-24,170.82000732421875
2019-01-25,171.22000122070312
2019-01-28,172.19000244140625
2019-01-29,176.0
2019-01-30,170.91000366210938
2019-01-31,171.1699981689453
2019-02-01,169.02999877929688
2019-02-04,174.61000061035156
2019-02-05,172.22000122070312
2019-02-06,172.75999450683594
2019-02-07,173.58999633789062
2019-02-08,172.1199951171875
2019-02-11,170.92999267578125
2019-02-12,172.75999450683594
2019-02-13,173.47999572753906
2019-02-14,172.10000610351562
2019-02-15,175.24000549316406
2019-02-19,174.77999877929688
2019-02-20,174.4499969482422
2019-02-21,171.6300048828125
2019-02-22,172.5399932861328
2019-02-25,173.13999938964844
2019-02-26,170.0
2019-02-27,169.33999633789062
2019-02-28,170.22000122070312
2019-03-01,169.27999877929688
2019-03-04,166.75
2019-03-05,168.02999877929688
2019-03-06,166.47000122070312
2019-03-07,166.33999633789062
2019-03-08,166.13999938964844
2019-03-11,169.50999450683594
2019-03-12,168.77000427246094
2019-03-13,171.72000122070312
2019-03-14,169.58999633789062
2019-03-15,169.7899932861328
2019-03-18,171.6699981689453
2019-03-19,170.72000122070312
2019-03-20,168.49000549316406
2019-03-21,169.8300018310547
2019-03-22,165.85000610351562
2019-03-25,166.6199951171875
2019-03-26,166.89999389648438
2019-03-27,166.55999755859375
2019-03-28,167.75999450683594
2019-03-29,169.27999877929688
2019-04-01,172.30999755859375
2019-04-02,169.94000244140625
2019-04-03,167.75
2019-04-04,169.1699981689453
2019-04-05,171.1199951171875
2019-04-08,172.3000030517578
2019-04-09,169.1699981689453
2019-04-10,169.3699951171875
2019-04-11,171.42999267578125
2019-04-12,174.92999267578125
2019-04-15,172.0
2019-04-16,173.74000549316406
2019-04-17,174.52999877929688
2019-04-18,176.85000610351562
2019-04-22,177.02999877929688
2019-04-23,182.3699951171875
2019-04-24,180.72999572753903
2019-04-25,176.8800048828125
2019-04-26,178.07000732421875
2019-04-29,179.2100067138672
2019-04-30,178.72000122070312
2019-05-01,176.38999938964844
2019-05-02,174.57000732421875
2019-05-03,176.69000244140625
2019-05-06,175.36000061035156
2019-05-07,170.47999572753906
2019-05-08,168.2899932861328
2019-05-09,172.0500030517578
2019-05-10,173.0800018310547
2019-05-13,167.99000549316406
2019-05-14,168.49000549316406
2019-05-15,167.72000122070312
2019-05-16,169.85000610351562
2019-05-17,166.3699951171875
2019-05-20,169.2899932861328
2019-05-21,171.4499969482422
2019-05-22,169.27999877929688
2019-05-23,163.5800018310547
2019-05-24,164.02999877929688
2019-05-28,163.66000366210938
2019-05-29,162.30999755859375
2019-05-30,162.22999572753906
2019-05-31,160.82000732421875
2019-06-03,163.14999389648438
2019-06-04,167.77999877929688
2019-06-05,171.94000244140625
2019-06-06,171.97999572753906
2019-06-07,173.97000122070312
2019-06-10,173.38999938964844
2019-06-11,169.72999572753906
2019-06-12,170.0399932861328
2019-06-13,171.94000244140625
2019-06-14,171.25
2019-06-17,171.77999877929688
2019-06-18,173.58999633789062
2019-06-19,173.6199951171875
2019-06-20,177.9600067138672
2019-06-21,177.42999267578125
2019-06-24,177.82000732421875
2019-06-25,177.63999938964844
2019-06-26,178.89999389648438
2019-06-27,177.72000122070312
2019-06-28,181.82000732421875
2019-07-01,182.5399932861328
2019-07-02,183.57000732421875
2019-07-03,182.6499938964844
2019-07-05,182.27999877929688
2019-07-08,181.47000122070312
2019-07-09,180.8300018310547
2019-07-10,182.5399932861328
2019-07-11,183.6000061035156
2019-07-12,185.83999633789065
2019-07-15,186.3999938964844
2019-07-16,186.88999938964844
2019-07-17,183.5500030517578
2019-07-18,183.17999267578125
2019-07-19,183.8500061035156
2019-07-22,184.6199951171875
2019-07-23,185.97000122070312
2019-07-24,187.63999938964844
2019-07-25,187.6100006103516
2019-07-26,189.72999572753903
2019-07-29,189.8300018310547
2019-07-30,189.1199951171875
2019-07-31,185.94000244140625
2019-08-01,183.42999267578125
2019-08-02,181.97000122070312
2019-08-05,176.77000427246094
2019-08-06,180.6699981689453
2019-08-07,180.8500061035156
2019-08-08,184.1699981689453
2019-08-09,184.1000061035156
2019-08-12,181.3500061035156
2019-08-13,183.1100006103516
2019-08-14,180.8300018310547
2019-08-15,182.22000122070312
2019-08-16,184.3500061035156
2019-08-19,187.58999633789065
2019-08-20,187.1699981689453
2019-08-21,188.47999572753903
2019-08-22,187.5500030517578
2019-08-23,183.5500030517578
2019-08-26,184.6499938964844
2019-08-27,183.3600006103516
2019-08-28,185.44000244140625
2019-08-29,189.47000122070312
2019-08-30,191.2700042724609
2019-09-03,189.27999877929688
2019-09-04,190.7100067138672
2019-09-05,192.2700042724609
2019-09-06,192.6699981689453
2019-09-09,188.07000732421875
2019-09-10,187.8699951171875
2019-09-11,188.6000061035156
2019-09-12,189.41000366210932
2019-09-13,189.9600067138672
2019-09-16,190.97000122070312
2019-09-17,191.3099975585937
2019-09-18,190.3000030517578
2019-09-19,188.1300048828125
2019-09-20,187.3699951171875
2019-09-23,186.7899932861328
2019-09-24,184.6999969482422
2019-09-25,186.0
2019-09-26,186.0
2019-09-27,183.0200042724609
2019-09-30,182.72999572753903
2019-10-01,178.7100067138672
2019-10-02,174.41000366210938
2019-10-03,174.8800048828125
2019-10-04,176.63999938964844
2019-10-07,176.6999969482422
2019-10-08,176.5
2019-10-09,177.0500030517578
2019-10-10,176.69000244140625
2019-10-11,179.6300048828125
2019-10-14,179.1199951171875
2019-10-15,178.4499969482422
2019-10-16,178.2899932861328
2019-10-17,176.75999450683594
2019-10-18,174.42999267578125
2019-10-21,175.4499969482422
2019-10-22,179.8800048828125
2019-10-23,173.55999755859375
2019-10-24,174.6699981689453
2019-10-25,173.5399932861328
2019-10-28,174.92999267578125
2019-10-29,176.02999877929688
2019-10-30,178.24000549316406
2019-10-31,176.8000030517578
2019-11-01,179.72999572753906
2019-11-04,178.07000732421875
2019-11-05,179.3000030517578
2019-11-06,181.57000732421875
2019-11-07,182.9499969482422
2019-11-08,185.0800018310547
2019-11-11,184.3500061035156
2019-11-12,185.27999877929688
2019-11-13,184.72000122070312
2019-11-14,185.19000244140625
2019-11-15,187.0800018310547
2019-11-18,186.5800018310547
2019-11-19,184.9499969482422
2019-11-20,184.3300018310547
2019-11-21,182.9499969482422
2019-11-22,182.8800048828125
2019-11-25,182.66000366210932
2019-11-26,182.0200042724609
2019-11-27,182.3500061035156
2019-11-29,181.7400054931641
2019-12-02,177.99000549316406
2019-12-03,177.0399932861328
2019-12-04,178.0800018310547
2019-12-05,182.3699951171875
2019-12-06,183.5500030517578
2019-12-09,183.1699981689453
2019-12-10,180.47999572753903
2019-12-11,179.27000427246094
2019-12-12,180.47000122070312
2019-12-13,179.02999877929688
2019-12-16,180.58999633789065
2019-12-17,181.1000061035156
2019-12-18,178.4600067138672
2019-12-19,178.64999389648438
2019-12-20,178.3300018310547
2019-12-23,179.74000549316406
2019-12-24,178.82000732421875
2019-12-26,178.19000244140625
2019-12-27,177.49000549316406
2019-12-30,176.00999450683594
2019-12-31,176.35000610351562
2020-01-02,178.42999267578125
2020-01-03,180.17999267578125
2020-01-06,182.08999633789065
2020-01-07,180.02000427246094
2020-01-08,180.47999572753903
2020-01-09,181.6100006103516
2020-01-10,179.50999450683594
2020-01-13,181.1300048828125
2020-01-14,180.97000122070312
2020-01-15,181.6100006103516
2020-01-16,182.3999938964844
2020-01-17,181.88999938964844
2020-01-21,183.2899932861328
2020-01-22,183.1000061035156
2020-01-23,184.6199951171875
2020-01-24,185.07000732421875
2020-01-27,182.57000732421875
2020-01-28,183.6300048828125
2020-01-29,183.47000122070312
2020-01-30,181.22999572753903
2020-01-31,175.44000244140625
2020-02-03,176.6199951171875
2020-02-04,179.52999877929688
2020-02-05,183.97000122070312
2020-02-06,186.1300048828125
2020-02-07,186.7400054931641
2020-02-10,186.25
2020-02-11,186.94000244140625
2020-02-12,188.75
2020-02-13,189.42999267578125
2020-02-14,188.0599975585937
2020-02-18,188.13999938964844
2020-02-19,186.5500030517578
2020-02-20,185.9499969482422
2020-02-21,187.6000061035156
2020-02-24,184.6100006103516
2020-02-25,173.9199981689453
2020-02-26,171.5500030517578
2020-02-27,166.13999938964844
2020-02-28,159.69000244140625
2020-03-02,165.02999877929688
2020-03-03,161.0500030517578
2020-03-04,168.27999877929688
2020-03-05,163.36000061035156
2020-03-06,163.02999877929688
2020-03-09,150.02000427246094
2020-03-10,155.3000030517578
2020-03-11,148.4499969482422
2020-03-12,132.22999572753906
2020-03-13,139.63999938964844
2020-03-16,126.6999969482422
2020-03-17,131.58999633789062
2020-03-18,121.11000061035156
2020-03-19,118.02999877929688
2020-03-20,113.98999786376952
2020-03-23,106.5999984741211
2020-03-24,114.20999908447266
2020-03-25,122.0
2020-03-26,133.16000366210938
2020-03-27,130.07000732421875
2020-03-30,133.60000610351562
2020-03-31,132.30999755859375
2020-04-01,127.4000015258789
2020-04-02,127.91999816894533
2020-04-03,125.68000030517578
2020-04-06,133.69000244140625
2020-04-07,134.39999389648438
2020-04-08,137.38999938964844
2020-04-09,141.00999450683594
2020-04-13,136.9499969482422
2020-04-14,138.5
2020-04-15,133.80999755859375
2020-04-16,132.44000244140625
2020-04-17,138.19000244140625
2020-04-20,135.25
2020-04-21,131.69000244140625
2020-04-22,133.3699951171875
2020-04-23,130.49000549316406
2020-04-24,129.3000030517578
2020-04-27,134.5
2020-04-28,136.49000549316406
2020-04-29,136.64999389648438
2020-04-30,130.6199951171875
2020-05-01,127.8000030517578
2020-05-04,124.77999877929688
2020-05-05,126.36000061035156
2020-05-06,121.7300033569336
2020-05-07,127.12999725341795
2020-05-08,135.35000610351562
2020-05-11,133.80999755859375
2020-05-12,132.0399932861328
2020-05-13,131.5
2020-05-14,132.91000366210938
2020-05-15,130.9199981689453
2020-05-18,139.47999572753906
2020-05-19,136.19000244140625
2020-05-20,136.99000549316406
2020-05-21,138.6699981689453
2020-05-22,138.57000732421875
2020-05-26,144.64999389648438
2020-05-27,150.4499969482422
2020-05-28,148.49000549316406
2020-05-29,146.8300018310547
2020-06-01,147.27000427246094
2020-06-02,149.32000732421875
2020-06-03,155.22999572753906
2020-06-04,157.08999633789062
2020-06-05,162.22000122070312
2020-06-08,167.77999877929688
2020-06-09,163.47999572753906
2020-06-10,158.0500030517578
2020-06-11,148.5500030517578
2020-06-12,149.1999969482422
2020-06-15,153.08999633789062
2020-06-16,155.99000549316406
2020-06-17,157.0500030517578
2020-06-18,159.05999755859375
2020-06-19,157.6199951171875
2020-06-22,153.8000030517578
2020-06-23,152.75
2020-06-24,146.4499969482422
2020-06-25,146.9600067138672
2020-06-26,146.0500030517578
2020-06-29,149.33999633789062
2020-06-30,149.4600067138672
2020-07-01,147.13999938964844
2020-07-02,147.3000030517578
2020-07-06,148.47000122070312
2020-07-07,145.17999267578125
2020-07-08,143.89999389648438
2020-07-09,138.02000427246094
2020-07-10,141.97000122070312
2020-07-13,142.82000732421875
2020-07-14,143.36000061035156
2020-07-15,145.7899932861328
2020-07-16,148.50999450683594
2020-07-17,148.91000366210938
2020-07-20,145.4499969482422
2020-07-21,147.80999755859375
2020-07-22,151.52999877929688
2020-07-23,151.00999450683594
2020-07-24,150.14999389648438
2020-07-27,147.97999572753906
2020-07-28,148.57000732421875
2020-07-29,149.44000244140625
2020-07-30,148.86000061035156
2020-07-31,146.74000549316406
2020-08-03,147.72000122070312
2020-08-04,147.24000549316406
2020-08-05,149.19000244140625
2020-08-06,149.13999938964844
2020-08-07,152.97000122070312
2020-08-10,156.55999755859375
2020-08-11,158.85000610351562
2020-08-12,156.41000366210938
2020-08-13,154.9499969482422
2020-08-14,156.4600067138672
2020-08-17,153.72000122070312
2020-08-18,153.02999877929688
2020-08-19,152.49000549316406
2020-08-20,150.94000244140625
2020-08-21,149.80999755859375
2020-08-24,153.3000030517578
2020-08-25,151.47000122070312
2020-08-26,150.47000122070312
2020-08-27,152.44000244140625
2020-08-28,152.27000427246094
2020-08-31,149.35000610351562
2020-09-01,150.19000244140625
2020-09-02,153.9199981689453
2020-09-03,151.94000244140625
2020-09-04,151.6999969482422
2020-09-08,146.9600067138672
2020-09-09,146.1699981689453
2020-09-10,142.5800018310547
2020-09-11,145.36000061035156
2020-09-14,147.47000122070312
2020-09-15,145.13999938964844
2020-09-16,146.77999877929688
2020-09-17,144.58999633789062
2020-09-18,142.99000549316406
2020-09-21,138.3300018310547
2020-09-22,139.4499969482422
2020-09-23,136.50999450683594
2020-09-24,136.89999389648438
2020-09-25,138.2100067138672
2020-09-28,140.9199981689453
2020-09-29,138.5500030517578
2020-09-30,138.42999267578125
2020-10-01,138.22000122070312
2020-10-02,140.49000549316406
2020-10-05,142.72999572753906
2020-10-06,142.30999755859375
2020-10-07,144.8699951171875
2020-10-08,145.0399932861328
2020-10-09,143.66000366210938
2020-10-12,144.72999572753906
2020-10-13,143.24000549316406
2020-10-14,142.88999938964844
2020-10-15,140.80999755859375
2020-10-16,142.24000549316406
2020-10-19,138.67999267578125
2020-10-20,138.4600067138672
2020-10-21,136.61000061035156
2020-10-22,139.4199981689453
2020-10-23,140.6999969482422
2020-10-26,138.50999450683594
2020-10-27,134.8699951171875
2020-10-28,132.42999267578125
2020-10-29,131.32000732421875
2020-10-30,131.3300018310547
2020-11-02,136.08999633789062
2020-11-03,138.1999969482422
2020-11-04,139.08999633789062
2020-11-05,139.14999389648438
2020-11-06,139.32000732421875
2020-11-09,147.1300048828125
2020-11-10,151.30999755859375
2020-11-11,150.2899932861328
2020-11-12,147.5
2020-11-13,151.14999389648438
2020-11-16,152.92999267578125
2020-11-17,151.47000122070312
2020-11-18,153.5
2020-11-19,149.99000549316406
2020-11-20,148.36000061035156
2020-11-23,150.02000427246094
2020-11-24,153.6699981689453
2020-11-25,152.0399932861328
2020-11-27,152.05999755859375
2020-11-30,149.35000610351562
2020-12-01,151.75999450683594
2020-12-02,153.35000610351562
2020-12-03,153.8800048828125
2020-12-04,156.0399932861328
2020-12-07,153.0
2020-12-08,153.57000732421875
2020-12-09,154.13999938964844
2020-12-10,150.3699951171875
2020-12-11,151.3300018310547
2020-12-14,153.33999633789062
2020-12-15,154.60000610351562
2020-12-16,153.39999389648438
2020-12-17,151.58999633789062
2020-12-18,152.6699981689453
2020-12-21,149.6699981689453
2020-12-22,146.5
2020-12-23,148.14999389648438
2020-12-24,149.00999450683594
2020-12-28,148.72000122070312
2020-12-29,147.5500030517578
2020-12-30,148.3000030517578
2020-12-31,148.82000732421875
2021-01-04,145.94000244140625
2021-01-05,146.00999450683594
2021-01-06,149.74000549316406
2021-01-07,151.72000122070312
2021-01-08,150.77000427246094
2021-01-11,151.77999877929688
2021-01-12,153.5
2021-01-13,152.6300048828125
2021-01-14,154.08999633789062
2021-01-15,153.1699981689453
2021-01-19,153.1300048828125
2021-01-20,154.02999877929688
2021-01-21,151.05999755859375
2021-01-22,152.77000427246094
2021-01-25,153.16000366210938
2021-01-26,150.3300018310547
2021-01-27,152.72999572753906
2021-01-28,150.42999267578125
2021-01-29,146.67999267578125
2021-02-01,147.6699981689453
2021-02-02,149.82000732421875
2021-02-03,153.0800018310547
2021-02-04,157.52999877929688
2021-02-05,158.82000732421875
2021-02-08,159.63999938964844
2021-02-09,162.13999938964844
2021-02-10,163.1300048828125
2021-02-11,163.4499969482422
2021-02-12,164.8300018310547
2021-02-16,163.32000732421875
2021-02-17,164.49000549316406
2021-02-18,163.22999572753906
2021-02-19,164.77999877929688
2021-02-22,166.4199981689453
2021-02-23,167.35000610351562
2021-02-24,168.05999755859375
2021-02-25,166.1999969482422
2021-02-26,163.47000122070312
2021-03-01,167.05999755859375
2021-03-02,167.67999267578125
2021-03-03,167.9499969482422
2021-03-04,165.77000427246094
2021-03-05,170.52000427246094
2021-03-08,172.69000244140625
2021-03-09,168.74000549316406
2021-03-10,172.4199981689453
2021-03-11,172.6699981689453
2021-03-12,176.2899932861328
2021-03-15,176.7100067138672
2021-03-16,175.32000732421875
2021-03-17,177.52000427246094
2021-03-18,179.24000549316406
2021-03-19,177.6199951171875
2021-03-22,176.55999755859375
2021-03-23,174.8699951171875
2021-03-24,176.4199981689453
2021-03-25,180.05999755859375
2021-03-26,181.5399932861328
2021-03-29,183.3000030517578
2021-03-30,182.1000061035156
2021-03-31,181.5599975585937
2021-04-01,180.8300018310547
2021-04-05,185.58999633789065
2021-04-06,185.1100006103516
2021-04-07,184.7899932861328
2021-04-08,184.1100006103516
2021-04-09,183.0
2021-04-12,184.94000244140625
2021-04-13,182.27999877929688
2021-04-14,183.47999572753903
2021-04-15,183.92999267578125
2021-04-16,184.47000122070312
2021-04-19,184.7899932861328
2021-04-20,184.07000732421875
2021-04-21,185.8500061035156
2021-04-22,184.5
2021-04-23,186.47999572753903
2021-04-26,185.19000244140625
2021-04-27,185.88999938964844
2021-04-28,185.259994506836
2021-04-29,190.7100067138672
2021-04-30,190.22999572753903
2021-05-03,191.69000244140625
2021-05-04,191.9900054931641
2021-05-05,190.67999267578125
2021-05-06,192.67999267578125
2021-05-07,194.82000732421875
2021-05-10,194.6000061035156
2021-05-11,191.5399932861328
2021-05-12,186.8800048828125
2021-05-13,191.2899932861328
2021-05-14,191.94000244140625
2021-05-17,191.6499938964844
2021-05-18,189.3500061035156
2021-05-19,188.5200042724609
2021-05-20,189.0599975585937
2021-05-21,189.8800048828125
2021-05-24,189.6000061035156
2021-05-25,188.91000366210932
2021-05-26,189.0200042724609
2021-05-27,190.6699981689453
2021-05-28,189.91000366210932
2021-06-01,189.5399932861328
2021-06-02,191.5399932861328
2021-06-03,190.8099975585937
2021-06-04,193.57000732421875
2021-06-07,191.7700042724609
2021-06-08,192.72000122070312
2021-06-09,191.8699951171875
2021-06-10,191.47999572753903
2021-06-11,191.4900054931641
2021-06-14,190.83999633789065
2021-06-15,192.4499969482422
2021-06-16,190.0800018310547
2021-06-17,187.67999267578125
2021-06-18,185.1499938964844
2021-06-21,190.77999877929688
2021-06-22,189.5800018310547
2021-06-23,186.8099975585937
2021-06-24,188.1100006103516
2021-06-25,189.8099975585937
2021-06-28,188.8699951171875
2021-06-29,186.6999969482422
2021-06-30,188.259994506836
2021-07-01,188.0500030517578
2021-07-02,188.5399932861328
2021-07-06,186.91000366210932
2021-07-07,189.7899932861328
2021-07-08,188.0200042724609
2021-07-09,190.22000122070312
2021-07-12,189.3300018310547
2021-07-13,188.7400054931641
2021-07-14,189.4600067138672
2021-07-15,189.3500061035156
2021-07-16,189.27999877929688
2021-07-19,184.08999633789065
2021-07-20,190.009994506836
2021-07-21,191.6300048828125
2021-07-22,190.57000732421875
2021-07-23,191.8600006103516
2021-07-26,191.9199981689453
2021-07-27,194.0500030517578
2021-07-28,195.509994506836
2021-07-29,198.13999938964844
2021-07-30,196.02999877929688
2021-08-02,195.8300018310547
2021-08-03,197.32000732421875
2021-08-04,195.8699951171875
2021-08-05,196.69000244140625
2021-08-06,199.0800018310547
2021-08-09,197.2400054931641
2021-08-10,199.0200042724609
2021-08-11,200.69000244140625
2021-08-12,199.1699981689453
2021-08-13,198.3699951171875
2021-08-16,200.4600067138672
2021-08-17,199.32000732421875
2021-08-18,196.8000030517578
2021-08-19,195.4900054931641
2021-08-20,197.3000030517578
2021-08-23,198.009994506836
2021-08-24,198.9199981689453
2021-08-25,199.3000030517578
2021-08-26,199.07000732421875
2021-08-27,199.72000122070312
2021-08-30,199.19000244140625
2021-08-31,200.3099975585937
2021-09-01,199.7899932861328
2021-09-02,202.3000030517578
2021-09-03,202.4600067138672
2021-09-07,202.38999938964844
2021-09-08,204.3999938964844
2021-09-09,203.8099975585937
2021-09-10,201.6000061035156
2021-09-13,199.4199981689453
2021-09-14,196.66000366210932
2021-09-15,198.47999572753903
2021-09-16,194.8800048828125
2021-09-17,195.1199951171875
2021-09-20,193.42999267578125
2021-09-21,191.19000244140625
2021-09-22,193.75
2021-09-23,196.75
2021-09-24,197.4199981689453
2021-09-27,197.759994506836
2021-09-28,197.1000061035156
2021-09-29,198.38999938964844
2021-09-30,196.02999877929688
2021-10-01,198.22000122070312
2021-10-04,197.509994506836
2021-10-05,198.16000366210932
2021-10-06,199.3600006103516
2021-10-07,201.72999572753903
2021-10-08,202.1199951171875
2021-10-11,202.8800048828125
2021-10-12,203.5500030517578
2021-10-13,203.38999938964844
2021-10-14,205.13999938964844
2021-10-15,208.0599975585937
2021-10-18,206.66000366210932
2021-10-19,208.6199951171875
2021-10-20,208.44000244140625
2021-10-21,208.0399932861328
2021-10-22,209.5200042724609
2021-10-25,207.91000366210932
2021-10-26,204.57000732421875
2021-10-27,205.7899932861328
2021-10-28,202.6100006103516
2021-10-29,202.75
2021-11-01,201.88999938964844
2021-11-02,201.75
2021-11-03,201.2100067138672
2021-11-04,198.16000366210932
2021-11-05,201.0
2021-11-08,202.63999938964844
2021-11-09,202.8800048828125
2021-11-10,201.3300018310547
2021-11-11,199.08999633789065
2021-11-12,200.97000122070312
2021-11-15,201.07000732421875
2021-11-16,198.7400054931641
2021-11-17,199.4600067138672
2021-11-18,198.0
2021-11-19,196.3099975585937
2021-11-22,199.3600006103516
2021-11-23,200.2899932861328
2021-11-24,198.7400054931641
2021-11-26,193.3699951171875
2021-11-29,194.44000244140625
2021-11-30,188.97000122070312
2021-12-01,189.4499969482422
2021-12-02,194.47999572753903
2021-12-03,197.6300048828125
2021-12-06,199.57000732421875
2021-12-07,199.32000732421875
2021-12-08,200.8800048828125
2021-12-09,201.92999267578125
2021-12-10,204.92999267578125
2021-12-13,203.4900054931641
2021-12-14,203.47000122070312
2021-12-15,206.2400054931641
2021-12-16,206.17999267578125
2021-12-17,202.1999969482422
2021-12-20,198.67999267578125
2021-12-21,203.2899932861328
2021-12-22,203.759994506836
2021-12-23,204.69000244140625
2021-12-27,207.1300048828125
2021-12-28,207.6699981689453
2021-12-29,207.88999938964844
2021-12-30,207.5399932861328
2021-12-31,208.47000122070312
2022-01-03,207.4600067138672
2022-01-04,212.0500030517578
2022-01-05,210.3099975585937
2022-01-06,211.7400054931641
2022-01-07,212.08999633789065
2022-01-10,210.6100006103516
2022-01-11,211.5800018310547
2022-01-12,211.92999267578125
2022-01-13,211.3699951171875
2022-01-14,213.1000061035156
2022-01-18,211.16000366210932
2022-01-19,210.3600006103516
2022-01-20,208.97999572753903
2022-01-21,206.5399932861328
2022-01-24,207.0800018310547
2022-01-25,205.9600067138672
2022-01-26,204.9199981689453
2022-01-27,208.8000030517578
2022-01-28,212.82000732421875
2022-01-31,212.1000061035156
2022-02-01,212.8699951171875
2022-02-02,214.0800018310547
2022-02-03,212.1699981689453
2022-02-04,212.2899932861328
2022-02-07,212.1199951171875
2022-02-08,214.4600067138672
2022-02-09,215.44000244140625
2022-02-10,211.5200042724609
2022-02-11,213.759994506836
2022-02-14,211.1699981689453
2022-02-15,212.7700042724609
2022-02-16,214.41000366210932
2022-02-17,214.3999938964844
2022-02-18,215.82000732421875
2022-02-22,216.82000732421875
2022-02-23,216.2700042724609
2022-02-24,218.52999877929688
2022-02-25,227.97999572753903
2022-02-28,234.4499969482422
2022-03-01,233.32000732421875
2022-03-02,235.75
2022-03-03,238.1300048828125
2022-03-04,245.2899932861328
2022-03-07,247.2899932861328
2022-03-08,235.3099975585937
2022-03-09,236.8099975585937
2022-03-10,235.5200042724609
2022-03-11,232.47999572753903
2022-03-14,233.8300018310547
2022-03-15,237.6199951171875
2022-03-16,227.69000244140625
2022-03-17,230.509994506836
2022-03-18,230.22999572753903
2022-03-21,236.07000732421875
2022-03-22,237.8300018310547
2022-03-23,239.69000244140625
2022-03-24,241.0
2022-03-25,244.3600006103516
2022-03-28,240.88999938964844
2022-03-29,241.08999633789065
2022-03-30,244.32000732421875
2022-03-31,241.17999267578125
2022-04-01,242.509994506836
2022-04-04,239.22999572753903
2022-04-05,239.1499938964844
2022-04-06,240.759994506836
2022-04-07,243.6100006103516
2022-04-08,242.0399932861328
2022-04-11,243.5500030517578
2022-04-12,243.82000732421875
2022-04-13,243.7100067138672
2022-04-14,243.7400054931641
2022-04-18,243.8600006103516
2022-04-19,246.58999633789065
2022-04-20,247.69000244140625
2022-04-21,242.0599975585937
2022-04-22,238.7899932861328
2022-04-25,239.17999267578125
2022-04-26,236.92999267578125
2022-04-27,239.97999572753903
2022-04-28,241.1999969482422
2022-04-29,236.52999877929688
2022-05-02,233.25
2022-05-03,233.3800048828125
2022-05-04,242.9199981689453
2022-05-05,239.2400054931641
2022-05-06,239.6000061035156
2022-05-09,229.3699951171875
2022-05-10,229.3000030517578
2022-05-11,226.94000244140625
2022-05-12,223.4900054931641
2022-05-13,226.3099975585937
2022-05-16,227.8000030517578
2022-05-17,231.6199951171875
2022-05-18,225.97999572753903
2022-05-19,217.77999877929688
2022-05-20,213.5
2022-05-23,216.6999969482422
2022-05-24,219.82000732421875
2022-05-25,220.0500030517578
2022-05-26,221.259994506836
2022-05-27,226.509994506836
2022-05-31,224.91000366210932
2022-06-01,226.22000122070312
2022-06-02,229.44000244140625
2022-06-03,230.1300048828125
2022-06-06,229.8999938964844
2022-06-07,235.5800018310547
2022-06-08,231.3600006103516
2022-06-09,226.88999938964844
2022-06-10,224.6300048828125
2022-06-13,217.52999877929688
2022-06-14,215.8999938964844
2022-06-15,217.9199981689453
2022-06-16,211.88999938964844
2022-06-17,209.77999877929688
2022-06-21,216.5500030517578
2022-06-22,216.009994506836
2022-06-23,216.6000061035156
2022-06-24,222.3300018310547
2022-06-27,223.5
2022-06-28,220.4900054931641
2022-06-29,219.27999877929688
2022-06-30,221.25
2022-07-01,223.8600006103516
