,HUBB
2018-10-02,132.07000732421875
2018-10-03,130.92999267578125
2018-10-04,131.0800018310547
2018-10-05,128.58999633789062
2018-10-08,127.43000030517578
2018-10-09,125.97000122070312
2018-10-10,123.38999938964844
2018-10-11,120.22000122070312
2018-10-12,121.5
2018-10-15,122.88999938964844
2018-10-16,126.0999984741211
2018-10-17,123.98999786376952
2018-10-18,122.51000213623048
2018-10-19,120.02999877929688
2018-10-22,121.33000183105467
2018-10-23,107.1500015258789
2018-10-24,101.73999786376952
2018-10-25,102.05999755859376
2018-10-26,99.73999786376952
2018-10-29,98.44000244140624
2018-10-30,99.58000183105467
2018-10-31,101.6999969482422
2018-11-01,108.52999877929688
2018-11-02,107.97000122070312
2018-11-05,108.1500015258789
2018-11-06,109.7300033569336
2018-11-07,110.75
2018-11-08,110.73999786376952
2018-11-09,110.0
2018-11-12,106.9800033569336
2018-11-13,107.2699966430664
2018-11-14,105.87000274658205
2018-11-15,106.55999755859376
2018-11-16,107.0999984741211
2018-11-19,105.37000274658205
2018-11-20,104.94000244140624
2018-11-21,106.62000274658205
2018-11-23,105.48999786376952
2018-11-26,107.01000213623048
2018-11-27,105.08999633789062
2018-11-28,107.30999755859376
2018-11-29,106.68000030517578
2018-11-30,110.16000366210938
2018-12-03,111.5999984741211
2018-12-04,106.29000091552734
2018-12-06,106.2699966430664
2018-12-07,104.0199966430664
2018-12-10,103.87999725341795
2018-12-11,104.0999984741211
2018-12-12,106.3499984741211
2018-12-13,104.87000274658205
2018-12-14,102.88999938964844
2018-12-17,102.51000213623048
2018-12-18,100.37000274658205
2018-12-19,98.05999755859376
2018-12-20,97.1999969482422
2018-12-21,95.37000274658205
2018-12-24,92.76000213623048
2018-12-26,97.4000015258789
2018-12-27,98.83000183105467
2018-12-28,98.51000213623048
2018-12-31,99.33999633789062
2019-01-02,99.0199966430664
2019-01-03,96.2699966430664
2019-01-04,100.37000274658205
2019-01-07,100.75
2019-01-08,101.0999984741211
2019-01-09,102.33000183105467
2019-01-10,103.69000244140624
2019-01-11,105.58999633789062
2019-01-14,104.80999755859376
2019-01-15,104.26000213623048
2019-01-16,105.0500030517578
2019-01-17,106.55999755859376
2019-01-18,107.5999984741211
2019-01-22,104.4499969482422
2019-01-23,103.91000366210938
2019-01-24,104.45999908447266
2019-01-25,105.62000274658205
2019-01-28,105.69000244140624
2019-01-29,107.8000030517578
2019-01-30,108.2699966430664
2019-01-31,109.33000183105467
2019-02-01,110.2300033569336
2019-02-04,111.25
2019-02-05,113.91999816894533
2019-02-06,115.23999786376952
2019-02-07,115.0
2019-02-08,115.31999969482422
2019-02-11,115.27999877929688
2019-02-12,115.95999908447266
2019-02-13,116.88999938964844
2019-02-14,115.8499984741211
2019-02-15,118.61000061035156
2019-02-19,118.68000030517578
2019-02-20,119.79000091552734
2019-02-21,119.23999786376952
2019-02-22,120.19000244140624
2019-02-25,120.63999938964844
2019-02-26,119.02999877929688
2019-02-27,118.61000061035156
2019-02-28,118.0500030517578
2019-03-01,118.0999984741211
2019-03-04,117.13999938964844
2019-03-05,118.18000030517578
2019-03-06,118.95999908447266
2019-03-07,119.5500030517578
2019-03-08,117.8000030517578
2019-03-11,118.9800033569336
2019-03-12,118.72000122070312
2019-03-13,121.33000183105467
2019-03-14,121.1999969482422
2019-03-15,123.6999969482422
2019-03-18,123.26000213623048
2019-03-19,121.16999816894533
2019-03-20,118.6500015258789
2019-03-21,119.61000061035156
2019-03-22,114.91000366210938
2019-03-25,115.0999984741211
2019-03-26,115.7699966430664
2019-03-27,116.01000213623048
2019-03-28,117.22000122070312
2019-03-29,117.9800033569336
2019-04-01,119.45999908447266
2019-04-02,120.16999816894533
2019-04-03,121.66999816894533
2019-04-04,122.9499969482422
2019-04-05,125.04000091552734
2019-04-08,126.0199966430664
2019-04-09,124.25
2019-04-10,123.4800033569336
2019-04-11,124.73999786376952
2019-04-12,125.0199966430664
2019-04-15,124.37999725341795
2019-04-16,125.4000015258789
2019-04-17,125.16000366210938
2019-04-18,126.16999816894533
2019-04-22,125.66000366210938
2019-04-23,125.45999908447266
2019-04-24,125.20999908447266
2019-04-25,122.93000030517578
2019-04-26,123.2699966430664
2019-04-29,123.26000213623048
2019-04-30,127.5999984741211
2019-05-01,127.02999877929688
2019-05-02,128.7100067138672
2019-05-03,129.67999267578125
2019-05-06,128.5
2019-05-07,126.29000091552734
2019-05-08,126.31999969482422
2019-05-09,125.4000015258789
2019-05-10,125.81999969482422
2019-05-13,119.25
2019-05-14,120.55999755859376
2019-05-15,120.83999633789062
2019-05-16,122.75
2019-05-17,121.38999938964844
2019-05-20,118.9000015258789
2019-05-21,120.73999786376952
2019-05-22,118.86000061035156
2019-05-23,117.16000366210938
2019-05-24,118.0
2019-05-28,117.41000366210938
2019-05-29,117.30999755859376
2019-05-30,117.11000061035156
2019-05-31,114.54000091552734
2019-06-03,116.5999984741211
2019-06-04,121.87000274658205
2019-06-05,122.9800033569336
2019-06-06,123.72000122070312
2019-06-07,123.95999908447266
2019-06-10,124.68000030517578
2019-06-11,123.88999938964844
2019-06-12,122.55999755859376
2019-06-13,123.33999633789062
2019-06-14,122.70999908447266
2019-06-17,120.9800033569336
2019-06-18,123.8000030517578
2019-06-19,123.6999969482422
2019-06-20,126.4000015258789
2019-06-21,125.66000366210938
2019-06-24,125.5
2019-06-25,126.3000030517578
2019-06-26,127.47000122070312
2019-06-27,128.44000244140625
2019-06-28,130.39999389648438
2019-07-01,131.1300048828125
2019-07-02,129.77000427246094
2019-07-03,130.6199951171875
2019-07-05,129.13999938964844
2019-07-08,128.86000061035156
2019-07-09,127.6999969482422
2019-07-10,126.37999725341795
2019-07-11,125.2300033569336
2019-07-12,128.0
2019-07-15,127.25
2019-07-16,128.3800048828125
2019-07-17,125.27999877929688
2019-07-18,124.81999969482422
2019-07-19,125.4800033569336
2019-07-22,124.37999725341795
2019-07-23,126.45999908447266
2019-07-24,127.54000091552734
2019-07-25,126.58999633789062
2019-07-26,125.97000122070312
2019-07-29,125.37000274658205
2019-07-30,131.6199951171875
2019-07-31,129.8800048828125
2019-08-01,127.68000030517578
2019-08-02,127.91999816894533
2019-08-05,123.69000244140624
2019-08-06,126.08000183105467
2019-08-07,126.58999633789062
2019-08-08,129.10000610351562
2019-08-09,126.62000274658205
2019-08-12,125.66999816894533
2019-08-13,127.26000213623048
2019-08-14,122.97000122070312
2019-08-15,123.08999633789062
2019-08-16,126.08000183105467
2019-08-19,127.80999755859376
2019-08-20,127.70999908447266
2019-08-21,128.60000610351562
2019-08-22,128.1300048828125
2019-08-23,123.7300033569336
2019-08-26,123.87000274658205
2019-08-27,123.79000091552734
2019-08-28,126.9499969482422
2019-08-29,129.32000732421875
2019-08-30,131.13999938964844
2019-09-03,127.6500015258789
2019-09-04,129.67999267578125
2019-09-05,132.30999755859375
2019-09-06,134.0800018310547
2019-09-09,134.66000366210938
2019-09-10,135.50999450683594
2019-09-11,136.80999755859375
2019-09-12,135.80999755859375
2019-09-13,137.8800048828125
2019-09-16,133.52000427246094
2019-09-17,133.97000122070312
2019-09-18,133.3699951171875
2019-09-19,131.41000366210938
2019-09-20,131.1999969482422
2019-09-23,132.67999267578125
2019-09-24,132.5800018310547
2019-09-25,133.61000061035156
2019-09-26,133.07000732421875
2019-09-27,132.13999938964844
2019-09-30,131.39999389648438
2019-10-01,130.05999755859375
2019-10-02,125.97000122070312
2019-10-03,127.93000030517578
2019-10-04,130.8000030517578
2019-10-07,129.1999969482422
2019-10-08,128.9199981689453
2019-10-09,129.7100067138672
2019-10-10,131.5
2019-10-11,132.14999389648438
2019-10-14,133.1300048828125
2019-10-15,134.44000244140625
2019-10-16,131.35000610351562
2019-10-17,134.24000549316406
2019-10-18,135.11000061035156
2019-10-21,135.89999389648438
2019-10-22,137.0
2019-10-23,139.14999389648438
2019-10-24,138.75999450683594
2019-10-25,138.77000427246094
2019-10-28,140.1999969482422
2019-10-29,142.0
2019-10-30,143.6300048828125
2019-10-31,141.6999969482422
2019-11-01,143.8000030517578
2019-11-04,145.7100067138672
2019-11-05,145.13999938964844
2019-11-06,144.00999450683594
2019-11-07,144.0399932861328
2019-11-08,145.5
2019-11-11,145.0399932861328
2019-11-12,146.1300048828125
2019-11-13,146.3300018310547
2019-11-14,147.57000732421875
2019-11-15,148.7100067138672
2019-11-18,147.75
2019-11-19,148.27000427246094
2019-11-20,146.14999389648438
2019-11-21,145.3000030517578
2019-11-22,145.7100067138672
2019-11-25,148.0399932861328
2019-11-26,148.83999633789062
2019-11-27,148.30999755859375
2019-11-29,147.02000427246094
2019-12-02,146.7899932861328
2019-12-03,145.52000427246094
2019-12-04,145.66000366210938
2019-12-05,146.74000549316406
2019-12-06,147.0399932861328
2019-12-09,147.32000732421875
2019-12-10,146.5399932861328
2019-12-11,146.4600067138672
2019-12-12,147.66000366210938
2019-12-13,146.4499969482422
2019-12-16,147.3800048828125
2019-12-17,147.55999755859375
2019-12-18,148.1999969482422
2019-12-19,147.24000549316406
2019-12-20,148.6199951171875
2019-12-23,148.77999877929688
2019-12-24,147.77000427246094
2019-12-26,148.0800018310547
2019-12-27,148.3300018310547
2019-12-30,148.0399932861328
2019-12-31,147.82000732421875
2020-01-02,148.5
2020-01-03,148.52999877929688
2020-01-06,147.83999633789062
2020-01-07,147.6199951171875
2020-01-08,148.2100067138672
2020-01-09,145.52999877929688
2020-01-10,144.3000030517578
2020-01-13,146.02000427246094
2020-01-14,144.80999755859375
2020-01-15,146.25999450683594
2020-01-16,148.3699951171875
2020-01-17,149.16000366210938
2020-01-21,148.4499969482422
2020-01-22,149.0399932861328
2020-01-23,148.6999969482422
2020-01-24,146.94000244140625
2020-01-27,145.55999755859375
2020-01-28,146.57000732421875
2020-01-29,147.24000549316406
2020-01-30,148.00999450683594
2020-01-31,143.22999572753906
2020-02-03,145.60000610351562
2020-02-04,143.66000366210938
2020-02-05,148.38999938964844
2020-02-06,147.33999633789062
2020-02-07,145.4199981689453
2020-02-10,147.30999755859375
2020-02-11,149.5399932861328
2020-02-12,149.1300048828125
2020-02-13,149.52000427246094
2020-02-14,147.5399932861328
2020-02-18,146.05999755859375
2020-02-19,146.94000244140625
2020-02-20,146.6999969482422
2020-02-21,144.52000427246094
2020-02-24,141.22000122070312
2020-02-25,136.57000732421875
2020-02-26,136.30999755859375
2020-02-27,132.77000427246094
2020-02-28,133.24000549316406
2020-03-02,140.08999633789062
2020-03-03,133.42999267578125
2020-03-04,140.5
2020-03-05,136.5800018310547
2020-03-06,134.5399932861328
2020-03-09,122.08999633789062
2020-03-10,130.22000122070312
2020-03-11,122.08000183105467
2020-03-12,106.91999816894533
2020-03-13,119.13999938964844
2020-03-16,108.51000213623048
2020-03-17,108.69000244140624
2020-03-18,96.66999816894533
2020-03-19,101.37999725341795
2020-03-20,96.58000183105467
2020-03-23,86.70999908447266
2020-03-24,98.62000274658205
2020-03-25,107.25
2020-03-26,113.04000091552734
2020-03-27,106.97000122070312
2020-03-30,112.97000122070312
2020-03-31,114.73999786376952
2020-04-01,110.25
2020-04-02,112.58999633789062
2020-04-03,107.8000030517578
2020-04-06,115.86000061035156
2020-04-07,116.29000091552734
2020-04-08,120.05999755859376
2020-04-09,124.44000244140624
2020-04-13,119.1500015258789
2020-04-14,123.58999633789062
2020-04-15,119.38999938964844
2020-04-16,117.95999908447266
2020-04-17,120.47000122070312
2020-04-20,116.95999908447266
2020-04-21,114.6500015258789
2020-04-22,117.95999908447266
2020-04-23,118.69000244140624
2020-04-24,119.43000030517578
2020-04-27,122.5999984741211
2020-04-28,123.73999786376952
2020-04-29,126.79000091552734
2020-04-30,124.43000030517578
2020-05-01,122.08000183105467
2020-05-04,120.0
2020-05-05,121.58000183105467
2020-05-06,119.18000030517578
2020-05-07,119.33000183105467
2020-05-08,122.47000122070312
2020-05-11,121.48999786376952
2020-05-12,114.30999755859376
2020-05-13,109.8000030517578
2020-05-14,112.73999786376952
2020-05-15,113.58999633789062
2020-05-18,119.26000213623048
2020-05-19,117.75
2020-05-20,118.72000122070312
2020-05-21,117.79000091552734
2020-05-22,116.86000061035156
2020-05-26,120.83999633789062
2020-05-27,125.33999633789062
2020-05-28,124.38999938964844
2020-05-29,122.41999816894533
2020-06-01,124.98999786376952
2020-06-02,128.66000366210938
2020-06-03,131.17999267578125
2020-06-04,133.57000732421875
2020-06-05,137.8000030517578
2020-06-08,137.75999450683594
2020-06-09,135.6699981689453
2020-06-10,131.55999755859375
2020-06-11,123.16999816894533
2020-06-12,124.76000213623048
2020-06-15,125.4000015258789
2020-06-16,127.52999877929688
2020-06-17,128.72000122070312
2020-06-18,126.79000091552734
2020-06-19,126.1999969482422
2020-06-22,125.80999755859376
2020-06-23,125.45999908447266
2020-06-24,118.95999908447266
2020-06-25,119.9499969482422
2020-06-26,118.79000091552734
2020-06-29,122.0999984741211
2020-06-30,125.36000061035156
2020-07-01,122.95999908447266
2020-07-02,123.87000274658205
2020-07-06,125.77999877929688
2020-07-07,125.0
2020-07-08,125.4499969482422
2020-07-09,124.72000122070312
2020-07-10,124.6500015258789
2020-07-13,123.9800033569336
2020-07-14,129.60000610351562
2020-07-15,131.9199981689453
2020-07-16,131.61000061035156
2020-07-17,131.91000366210938
2020-07-20,130.33999633789062
2020-07-21,131.55999755859375
2020-07-22,132.50999450683594
2020-07-23,133.5800018310547
2020-07-24,132.58999633789062
2020-07-27,132.9499969482422
2020-07-28,130.89999389648438
2020-07-29,133.94000244140625
2020-07-30,132.7899932861328
2020-07-31,134.97000122070312
2020-08-03,136.58999633789062
2020-08-04,137.0800018310547
2020-08-05,139.3000030517578
2020-08-06,140.3699951171875
2020-08-07,142.22999572753906
2020-08-10,144.5800018310547
2020-08-11,144.5399932861328
2020-08-12,147.0500030517578
2020-08-13,146.6300048828125
2020-08-14,146.3000030517578
2020-08-17,146.63999938964844
2020-08-18,144.8000030517578
2020-08-19,144.94000244140625
2020-08-20,143.0500030517578
2020-08-21,144.02999877929688
2020-08-24,145.9600067138672
2020-08-25,145.86000061035156
2020-08-26,147.0800018310547
2020-08-27,147.4199981689453
2020-08-28,146.02000427246094
2020-08-31,144.9199981689453
2020-09-01,146.3699951171875
2020-09-02,149.00999450683594
2020-09-03,146.39999389648438
2020-09-04,144.3699951171875
2020-09-08,138.6999969482422
2020-09-09,141.36000061035156
2020-09-10,140.47000122070312
2020-09-11,140.75999450683594
2020-09-14,142.9199981689453
2020-09-15,143.55999755859375
2020-09-16,143.1699981689453
2020-09-17,143.13999938964844
2020-09-18,139.02999877929688
2020-09-21,134.33999633789062
2020-09-22,135.75999450683594
2020-09-23,132.02000427246094
2020-09-24,132.9600067138672
2020-09-25,133.82000732421875
2020-09-28,136.9600067138672
2020-09-29,136.7899932861328
2020-09-30,136.83999633789062
2020-10-01,136.1699981689453
2020-10-02,137.50999450683594
2020-10-05,140.22999572753906
2020-10-06,139.22999572753906
2020-10-07,141.25
2020-10-08,143.10000610351562
2020-10-09,144.0800018310547
2020-10-12,146.5
2020-10-13,144.63999938964844
2020-10-14,144.5500030517578
2020-10-15,144.3300018310547
2020-10-16,144.57000732421875
2020-10-19,146.08999633789062
2020-10-20,147.5
2020-10-21,147.2899932861328
2020-10-22,149.66000366210938
2020-10-23,153.38999938964844
2020-10-26,149.0
2020-10-27,148.3699951171875
2020-10-28,144.24000549316406
2020-10-29,144.63999938964844
2020-10-30,145.50999450683594
2020-11-02,149.94000244140625
2020-11-03,153.64999389648438
2020-11-04,149.66000366210938
2020-11-05,153.27000427246094
2020-11-06,153.49000549316406
2020-11-09,158.61000061035156
2020-11-10,160.0800018310547
2020-11-11,157.1999969482422
2020-11-12,152.6699981689453
2020-11-13,155.47999572753906
2020-11-16,159.16000366210938
2020-11-17,155.74000549316406
2020-11-18,155.35000610351562
2020-11-19,157.75
2020-11-20,157.47000122070312
2020-11-23,160.35000610351562
2020-11-24,164.13999938964844
2020-11-25,162.55999755859375
2020-11-27,162.22999572753906
2020-11-30,161.58999633789062
2020-12-01,161.69000244140625
2020-12-02,157.1999969482422
2020-12-03,156.25
2020-12-04,161.5
2020-12-07,158.94000244140625
2020-12-08,161.05999755859375
2020-12-09,161.6199951171875
2020-12-10,159.9499969482422
2020-12-11,160.39999389648438
2020-12-14,157.7100067138672
2020-12-15,159.86000061035156
2020-12-16,156.47999572753906
2020-12-17,158.97000122070312
2020-12-18,155.6300048828125
2020-12-21,157.0
2020-12-22,157.8800048828125
2020-12-23,159.57000732421875
2020-12-24,160.8300018310547
2020-12-28,158.2899932861328
2020-12-29,156.7899932861328
2020-12-30,156.30999755859375
2020-12-31,156.7899932861328
2021-01-04,156.05999755859375
2021-01-05,158.4199981689453
2021-01-06,168.07000732421875
2021-01-07,168.5
2021-01-08,167.44000244140625
2021-01-11,169.30999755859375
2021-01-12,171.9199981689453
2021-01-13,165.66000366210938
2021-01-14,164.49000549316406
2021-01-15,162.57000732421875
2021-01-19,165.5399932861328
2021-01-20,166.5500030517578
2021-01-21,165.5500030517578
2021-01-22,166.42999267578125
2021-01-25,164.08999633789062
2021-01-26,163.39999389648438
2021-01-27,161.16000366210938
2021-01-28,159.83999633789062
2021-01-29,155.60000610351562
2021-02-01,158.9600067138672
2021-02-02,158.4499969482422
2021-02-03,161.4199981689453
2021-02-04,158.92999267578125
2021-02-05,161.91000366210938
2021-02-08,164.22999572753906
2021-02-09,162.5500030517578
2021-02-10,161.9600067138672
2021-02-11,164.36000061035156
2021-02-12,165.2100067138672
2021-02-16,166.57000732421875
2021-02-17,168.35000610351562
2021-02-18,167.82000732421875
2021-02-19,170.47999572753906
2021-02-22,178.19000244140625
2021-02-23,180.25
2021-02-24,177.99000549316406
2021-02-25,177.5
2021-02-26,177.50999450683594
2021-03-01,182.1300048828125
2021-03-02,180.97999572753903
2021-03-03,179.3699951171875
2021-03-04,174.8800048828125
2021-03-05,180.7100067138672
2021-03-08,185.5200042724609
2021-03-09,183.75
2021-03-10,187.6300048828125
2021-03-11,184.5800018310547
2021-03-12,187.47999572753903
2021-03-15,190.009994506836
2021-03-16,189.0800018310547
2021-03-17,189.8500061035156
2021-03-18,186.19000244140625
2021-03-19,183.4900054931641
2021-03-22,184.3699951171875
2021-03-23,178.02999877929688
2021-03-24,179.25
2021-03-25,183.7400054931641
2021-03-26,189.1300048828125
2021-03-29,188.72999572753903
2021-03-30,187.5800018310547
2021-03-31,186.88999938964844
2021-04-01,190.38999938964844
2021-04-05,192.4199981689453
2021-04-06,192.67999267578125
2021-04-07,187.77999877929688
2021-04-08,186.07000732421875
2021-04-09,187.44000244140625
2021-04-12,187.4499969482422
2021-04-13,183.88999938964844
2021-04-14,184.92999267578125
2021-04-15,187.32000732421875
2021-04-16,189.27999877929688
2021-04-19,189.0500030517578
2021-04-20,185.8099975585937
2021-04-21,189.94000244140625
2021-04-22,188.3699951171875
2021-04-23,191.1199951171875
2021-04-26,190.47999572753903
2021-04-27,194.0800018310547
2021-04-28,191.4199981689453
2021-04-29,195.9199981689453
2021-04-30,192.009994506836
2021-05-03,193.6199951171875
2021-05-04,195.4900054931641
2021-05-05,198.1300048828125
2021-05-06,199.77999877929688
2021-05-07,199.17999267578125
2021-05-10,197.4900054931641
2021-05-11,195.8300018310547
2021-05-12,188.77999877929688
2021-05-13,191.7400054931641
2021-05-14,194.08999633789065
2021-05-17,192.8800048828125
2021-05-18,189.0200042724609
2021-05-19,188.08999633789065
2021-05-20,188.509994506836
2021-05-21,188.3300018310547
2021-05-24,188.92999267578125
2021-05-25,187.6300048828125
2021-05-26,189.3600006103516
2021-05-27,189.77999877929688
2021-05-28,190.63999938964844
2021-06-01,192.009994506836
2021-06-02,190.3999938964844
2021-06-03,191.1100006103516
2021-06-04,191.6499938964844
2021-06-07,189.8999938964844
2021-06-08,189.82000732421875
2021-06-09,186.77999877929688
2021-06-10,184.6199951171875
2021-06-11,184.47000122070312
2021-06-14,183.25
2021-06-15,184.2700042724609
2021-06-16,181.5
2021-06-17,176.52000427246094
2021-06-18,175.30999755859375
2021-06-21,180.07000732421875
2021-06-22,182.1199951171875
2021-06-23,182.6499938964844
2021-06-24,184.19000244140625
2021-06-25,185.63999938964844
2021-06-28,184.7400054931641
2021-06-29,185.1699981689453
2021-06-30,186.83999633789065
2021-07-01,186.4600067138672
2021-07-02,186.259994506836
2021-07-06,183.3999938964844
2021-07-07,186.8000030517578
2021-07-08,185.07000732421875
2021-07-09,189.4900054931641
2021-07-12,191.52999877929688
2021-07-13,188.91000366210932
2021-07-14,190.77999877929688
2021-07-15,192.2100067138672
2021-07-16,191.13999938964844
2021-07-19,187.4600067138672
2021-07-20,196.6100006103516
2021-07-21,197.3699951171875
2021-07-22,195.5500030517578
2021-07-23,195.47999572753903
2021-07-26,194.3099975585937
2021-07-27,196.1499938964844
2021-07-28,195.8800048828125
2021-07-29,197.7400054931641
2021-07-30,200.4600067138672
2021-08-02,197.16000366210932
2021-08-03,201.259994506836
2021-08-04,199.8099975585937
2021-08-05,199.0599975585937
2021-08-06,200.2400054931641
2021-08-09,197.83999633789065
2021-08-10,201.75
2021-08-11,203.72000122070312
2021-08-12,205.82000732421875
2021-08-13,206.94000244140625
2021-08-16,205.0500030517578
2021-08-17,203.6699981689453
2021-08-18,200.8800048828125
2021-08-19,198.42999267578125
2021-08-20,202.3600006103516
2021-08-23,203.41000366210932
2021-08-24,204.9900054931641
2021-08-25,208.22000122070312
2021-08-26,205.4499969482422
2021-08-27,208.1999969482422
2021-08-30,208.58999633789065
2021-08-31,206.1100006103516
2021-09-01,203.0
2021-09-02,202.94000244140625
2021-09-03,202.2400054931641
2021-09-07,198.0599975585937
2021-09-08,197.77999877929688
2021-09-09,194.6199951171875
2021-09-10,192.13999938964844
2021-09-13,191.63999938964844
2021-09-14,191.16000366210932
2021-09-15,191.3500061035156
2021-09-16,188.1199951171875
2021-09-17,185.47999572753903
2021-09-20,183.6100006103516
2021-09-21,179.6699981689453
2021-09-22,181.3300018310547
2021-09-23,185.0500030517578
2021-09-24,183.509994506836
2021-09-27,185.3099975585937
2021-09-28,183.8099975585937
2021-09-29,184.8300018310547
2021-09-30,180.6699981689453
2021-10-01,180.00999450683594
2021-10-04,180.42999267578125
2021-10-05,183.41000366210932
2021-10-06,183.97999572753903
2021-10-07,183.8699951171875
2021-10-08,180.5
2021-10-11,179.63999938964844
2021-10-12,178.97999572753906
2021-10-13,182.0599975585937
2021-10-14,187.3800048828125
2021-10-15,188.3000030517578
2021-10-18,188.8300018310547
2021-10-19,189.8000030517578
2021-10-20,191.3800048828125
2021-10-21,190.8099975585937
2021-10-22,192.07000732421875
2021-10-25,190.2400054931641
2021-10-26,191.3300018310547
2021-10-27,190.6699981689453
2021-10-28,197.6499938964844
2021-10-29,199.3699951171875
2021-11-01,200.6199951171875
2021-11-02,202.6000061035156
2021-11-03,201.94000244140625
2021-11-04,204.0500030517578
2021-11-05,205.6699981689453
2021-11-08,207.91000366210932
2021-11-09,208.6199951171875
2021-11-10,208.0599975585937
2021-11-11,207.9600067138672
2021-11-12,208.1699981689453
2021-11-15,208.2700042724609
2021-11-16,209.2700042724609
2021-11-17,209.16000366210932
2021-11-18,209.6100006103516
2021-11-19,210.1000061035156
2021-11-22,208.5
2021-11-23,208.92999267578125
2021-11-24,208.5
2021-11-26,203.8000030517578
2021-11-29,201.3500061035156
2021-11-30,195.6999969482422
2021-12-01,196.0500030517578
2021-12-02,202.4600067138672
2021-12-03,202.2700042724609
2021-12-06,204.6699981689453
2021-12-07,209.0599975585937
2021-12-08,209.009994506836
2021-12-09,207.57000732421875
2021-12-10,208.27999877929688
2021-12-13,210.0500030517578
2021-12-14,206.3099975585937
2021-12-15,207.69000244140625
2021-12-16,208.27999877929688
2021-12-17,204.9900054931641
2021-12-20,202.02999877929688
2021-12-21,206.08999633789065
2021-12-22,203.91000366210932
2021-12-23,204.3999938964844
2021-12-27,208.3999938964844
2021-12-28,209.3699951171875
2021-12-29,210.13999938964844
2021-12-30,207.44000244140625
2021-12-31,208.2700042724609
2022-01-03,205.2899932861328
2022-01-04,209.5
2022-01-05,204.22999572753903
2022-01-06,204.3099975585937
2022-01-07,200.0399932861328
2022-01-10,196.32000732421875
2022-01-11,200.3300018310547
2022-01-12,202.3999938964844
2022-01-13,200.1100006103516
2022-01-14,200.0500030517578
2022-01-18,199.0200042724609
2022-01-19,197.3600006103516
2022-01-20,194.0599975585937
2022-01-21,194.67999267578125
2022-01-24,194.2400054931641
2022-01-25,187.2700042724609
2022-01-26,186.2400054931641
2022-01-27,182.75
2022-01-28,182.77999877929688
2022-01-31,187.2899932861328
2022-02-01,188.5399932861328
2022-02-02,188.3600006103516
2022-02-03,185.42999267578125
2022-02-04,186.6999969482422
2022-02-07,185.5
2022-02-08,188.52999877929688
2022-02-09,192.1000061035156
2022-02-10,186.4600067138672
2022-02-11,183.3099975585937
2022-02-14,183.3000030517578
2022-02-15,185.2700042724609
2022-02-16,185.3300018310547
2022-02-17,180.8999938964844
2022-02-18,179.35000610351562
2022-02-22,177.3699951171875
2022-02-23,174.75999450683594
2022-02-24,176.13999938964844
2022-02-25,180.6300048828125
2022-02-28,178.25
2022-03-01,175.97999572753906
2022-03-02,181.3500061035156
2022-03-03,180.72000122070312
2022-03-04,180.8800048828125
2022-03-07,177.57000732421875
2022-03-08,179.22999572753906
2022-03-09,181.3699951171875
2022-03-10,179.89999389648438
2022-03-11,178.24000549316406
2022-03-14,178.8800048828125
2022-03-15,182.3699951171875
2022-03-16,187.6300048828125
2022-03-17,188.22999572753903
2022-03-18,189.5800018310547
2022-03-21,189.94000244140625
2022-03-22,187.0
2022-03-23,180.44000244140625
2022-03-24,182.0200042724609
2022-03-25,186.3600006103516
2022-03-28,187.3000030517578
2022-03-29,191.8300018310547
2022-03-30,190.63999938964844
2022-03-31,183.7700042724609
2022-04-01,185.5500030517578
2022-04-04,185.22999572753903
2022-04-05,181.75
2022-04-06,182.67999267578125
2022-04-07,184.3699951171875
2022-04-08,184.41000366210932
2022-04-11,183.07000732421875
2022-04-12,181.5500030517578
2022-04-13,184.3600006103516
2022-04-14,185.0
2022-04-18,182.2899932861328
2022-04-19,188.6199951171875
2022-04-20,191.0
2022-04-21,194.16000366210932
2022-04-22,191.7400054931641
2022-04-25,189.33999633789065
2022-04-26,195.2899932861328
2022-04-27,196.3300018310547
2022-04-28,203.7100067138672
2022-04-29,195.3600006103516
2022-05-02,194.3999938964844
2022-05-03,195.0800018310547
2022-05-04,200.1999969482422
2022-05-05,196.8800048828125
2022-05-06,196.509994506836
2022-05-09,196.92999267578125
2022-05-10,191.8800048828125
2022-05-11,189.2400054931641
2022-05-12,194.4499969482422
2022-05-13,194.17999267578125
2022-05-16,192.7700042724609
2022-05-17,195.2100067138672
2022-05-18,189.0
2022-05-19,188.8300018310547
2022-05-20,186.0
2022-05-23,187.44000244140625
2022-05-24,184.2899932861328
2022-05-25,182.9600067138672
2022-05-26,186.7100067138672
2022-05-27,192.4499969482422
2022-05-31,189.8600006103516
2022-06-01,188.7899932861328
2022-06-02,191.77999877929688
2022-06-03,193.4199981689453
2022-06-06,197.9600067138672
2022-06-07,203.6300048828125
2022-06-08,199.42999267578125
2022-06-09,198.82000732421875
2022-06-10,195.47999572753903
2022-06-13,183.8699951171875
2022-06-14,181.3099975585937
2022-06-15,181.6699981689453
2022-06-16,173.0
2022-06-17,171.3300018310547
2022-06-21,174.1199951171875
2022-06-22,173.2899932861328
2022-06-23,174.0
2022-06-24,183.32000732421875
2022-06-27,186.1300048828125
2022-06-28,180.8999938964844
2022-06-29,179.52000427246094
2022-06-30,178.5800018310547
2022-07-01,181.5500030517578
2022-07-05,182.3300018310547
2022-07-06,183.02999877929688
2022-07-07,186.3999938964844
2022-07-08,185.6499938964844
2022-07-11,185.0
